# Dec(deg) RA(deg) MueE(photon*m)  NChan   AngErrorEstimate(deg)   MJD
51.794 225.971 2031.372 26 1.839 54847.38411748
17.165 94.190 3798.448 16 1.157 54847.39153945
13.173 20.158 1772.597 24 2.656 54847.41938029
71.397 222.596 2252.581 21 2.166 54847.43365186
52.896 124.133 2315.725 20 1.114 54847.43843794
9.525 40.955 52624.682 18 1.437 54847.53666668
7.224 359.533 33362.040 69 2.195 54847.62079330
2.772 231.125 1918.516 17 1.199 54847.64463296
40.586 321.092 1870.323 18 1.385 54847.66289510
7.062 73.067 4847.071 16 1.227 54847.66716117
15.018 258.725 2233.720 21 0.923 54847.68512922
65.401 95.347 1854.210 11 0.785 54847.88052895
34.940 104.645 2505.020 16 1.729 54847.89463009
41.451 265.646 753.390 16 0.645 54848.02209360
66.215 42.727 3108.269 41 1.923 54848.03533438
0.218 11.552 1779.190 15 0.790 54848.04938424
44.284 86.172 1935.847 35 0.430 54848.05998910
1.331 239.464 3859.374 16 1.142 54848.06713500
47.909 186.412 7852.946 28 0.952 54848.08955819
4.313 295.736 2438.174 25 1.064 54848.11877770
46.570 164.521 3516.416 20 1.293 54848.16405881
4.302 273.003 1863.616 17 0.408 54848.18893794
11.392 266.015 1181.461 17 1.199 54848.20940857
5.304 123.818 1148.504 18 1.381 54848.24461363
3.820 287.407 5807.842 68 1.313 54848.24600429
25.738 118.223 1823.464 22 1.288 54848.26631263
31.583 337.601 4061.434 28 1.811 54848.27711755
84.692 257.741 1607.418 29 1.520 54848.43162318
16.842 232.802 2605.687 35 0.719 54848.50275146
28.696 265.013 3890.291 22 0.423 54848.51783722
28.322 25.571 1249.105 17 0.610 54848.57025753
4.293 26.896 1617.205 15 0.879 54848.58441325
17.250 266.934 1707.866 20 0.701 54848.59328889
20.255 328.823 4740.735 27 0.837 54848.61871281
28.438 329.971 2995.593 26 1.698 54849.10443104
25.550 277.410 7764.652 38 2.525 54849.17575107
17.201 312.897 1052.896 18 0.760 54849.17760192
24.669 299.186 2356.740 28 1.103 54849.21219995
8.905 102.069 2626.874 25 1.244 54849.22863875
5.142 219.216 3484.585 20 1.303 54849.23512858
23.263 284.820 5103.527 48 0.826 54849.24287120
1.605 184.257 2887.387 27 1.399 54849.25319075
51.635 78.222 1425.362 21 1.374 54849.28555929
27.490 161.683 3142.584 29 0.483 54849.28701730
46.047 116.419 717.793 20 1.258 54849.29032618
57.335 174.777 2656.973 20 1.502 54849.33235910
23.501 212.610 1076.020 23 0.692 54849.36221944
8.413 350.721 2225.054 26 0.486 54849.41662808
27.751 180.312 1216.442 20 1.684 54849.42109569
14.890 250.368 4140.531 16 2.193 54849.42466898
24.668 354.049 1903.671 21 0.554 54849.42468697
50.218 23.833 1345.902 12 1.037 54849.43864610
49.421 242.674 2863.996 17 1.273 54849.47196699
43.286 65.447 2211.346 20 0.487 54849.49889231
55.891 264.291 4185.137 30 0.929 54849.50931658
20.345 32.974 1967.697 27 0.444 54849.56539859
31.955 46.644 1993.832 26 0.777 54849.61499999
38.945 127.759 2778.546 15 1.412 54849.65559351
22.178 0.999 2155.659 19 1.970 54849.98985452
37.130 17.512 3650.183 48 1.152 54849.99510670
54.969 299.842 1801.633 12 0.637 54850.03134747
12.607 217.439 2094.273 15 1.116 54850.03737863
59.418 223.646 1083.709 23 0.575 54850.06160629
20.934 185.899 2409.307 19 1.077 54850.11514689
54.549 358.975 863.562 17 0.931 54850.12420586
51.089 358.044 1793.111 22 1.797 54850.13018966
10.599 51.839 2888.765 16 2.187 54850.13465805
36.994 85.355 980.603 16 0.923 54850.16234149
80.173 311.673 5516.606 83 0.747 54850.22442191
21.032 143.590 6490.938 21 0.857 54850.26887699
33.601 291.191 2475.870 20 1.670 54850.27221464
35.182 109.829 1988.906 22 2.666 54850.27732313
0.898 331.730 3042.400 22 0.627 54850.31002194
11.405 341.661 2507.796 23 0.396 54850.31207274
0.195 254.436 7713.792 63 0.639 54850.35701070
31.853 210.672 1320.114 18 0.481 54850.42700785
16.622 192.027 2585.201 25 2.597 54850.42722160
39.772 221.029 4660.475 15 0.740 54850.45381702
41.845 81.850 1261.752 20 0.841 54850.50962681
38.844 231.251 1353.056 35 0.932 54850.55616806
6.385 149.018 1236.982 14 0.840 54850.60401439
29.425 193.185 8283.163 65 1.990 54850.70462474
7.624 147.993 4526.389 20 0.589 54850.77807402
43.905 246.033 4921.074 14 1.090 54850.80280350
0.885 340.560 1445.189 14 1.751 54850.82067088
14.245 31.596 2430.257 16 1.252 54850.85834909
7.411 152.065 3732.790 24 0.446 54850.86730305
21.261 291.849 2037.807 17 1.429 54850.91469509
0.037 333.651 6394.210 35 1.289 54850.93267543
33.619 124.277 1827.216 17 2.478 54850.93662494
8.517 226.066 5849.187 23 2.664 54850.99911748
52.278 33.967 1299.390 18 0.877 54850.99987502
15.041 322.177 3742.562 16 1.257 54851.00494742
17.586 99.979 5733.534 22 2.976 54851.02767327
13.455 84.027 917.323 20 1.028 54851.07332014
1.991 261.107 1653.372 22 0.775 54851.10790427
15.974 275.594 2521.719 21 0.419 54851.12309154
59.736 143.574 1170.336 25 1.238 54851.14684086
50.326 109.569 2014.938 11 0.986 54851.16258153
54.939 324.764 1308.989 23 0.928 54851.19486461
50.103 174.822 1462.161 16 1.469 54851.19508499
51.955 322.986 976.489 14 0.921 54851.24892774
12.312 106.270 1795.513 29 0.504 54851.26540250
56.967 170.127 1447.113 19 0.960 54851.29316700
29.649 37.080 4521.075 27 1.439 54851.35532657
0.077 350.841 31913.130 33 1.499 54851.35961519
82.475 254.117 6510.689 35 1.655 54851.39941240
72.526 161.854 2413.026 16 1.560 54851.41123925
30.940 177.882 1133.080 33 0.626 54851.41841656
0.486 205.135 2581.469 30 1.704 54851.45284271
29.410 359.093 1135.214 15 1.328 54851.47081459
9.044 159.977 4380.985 32 2.116 54851.47676477
75.037 201.829 1749.589 26 0.376 54851.50109927
30.771 146.237 2120.252 16 0.818 54851.52239007
1.107 97.154 5271.099 28 1.096 54851.53297307
29.258 31.975 1492.906 19 0.998 54851.59434835
31.692 273.822 7213.576 59 1.170 54851.59832244
17.281 181.512 5261.644 20 1.831 54851.64206187
16.394 270.548 3850.914 44 0.441 54851.65175883
0.765 154.432 2046.737 23 0.599 54851.66977550
43.404 114.330 3083.519 38 0.472 54851.67074697
16.265 148.832 1911.590 27 0.443 54851.72229968
51.075 125.924 1890.047 27 0.963 54851.72600993
48.588 219.181 1961.178 19 1.935 54851.73522508
24.827 236.005 1765.923 13 1.929 54851.73811493
60.735 317.928 3359.702 31 0.560 54851.78226838
18.586 248.702 1985.733 21 2.443 54851.79043856
6.744 271.282 2775.266 16 2.361 54851.83544000
63.347 269.577 1457.122 15 1.206 54851.84456250
9.347 154.764 6943.656 60 0.480 54851.86706167
23.721 216.903 1483.011 15 0.556 54851.91192216
22.986 342.268 1695.145 18 2.104 54851.91973306
44.068 5.782 1904.064 17 1.479 54851.95968056
6.020 263.617 7237.502 36 2.026 54852.03951724
74.339 257.017 844.199 22 1.198 54852.07323996
27.604 106.802 1602.131 14 1.619 54852.08198718
31.257 301.661 2596.650 16 1.701 54852.18032256
36.610 191.709 2004.278 19 1.455 54852.37892161
54.739 219.062 2936.492 14 0.707 54852.38510476
19.482 148.356 6358.540 42 2.806 54852.39844490
4.316 175.750 24900.708 51 0.378 54852.46714547
84.179 197.226 611.497 21 2.789 54852.47104439
32.199 232.077 8935.832 44 0.963 54852.48094743
33.433 263.130 2266.593 25 1.531 54852.51624250
12.047 297.060 3072.096 33 1.796 54852.57189000
18.937 226.473 1537.803 17 0.860 54852.60614085
34.763 260.201 1436.141 32 0.640 54852.61578103
47.008 142.574 1416.242 26 0.422 54852.74124736
51.965 281.120 2861.433 21 1.074 54852.75219178
42.829 353.609 2336.201 25 1.104 54852.76671591
12.133 346.333 1429.005 21 0.779 54852.83668278
3.463 355.736 2927.802 24 0.403 54852.83897869
10.044 252.945 3184.148 24 1.472 54852.86561010
66.635 178.213 1970.708 18 1.956 54852.90794524
5.925 54.249 60366.504 62 0.400 54852.95288422
64.621 155.933 1499.128 13 0.508 54852.95539983
61.929 315.624 787.484 18 1.082 54852.97259329
39.787 176.095 2495.805 23 1.525 54853.00010228
1.338 222.096 2103.890 17 1.149 54853.00084661
82.279 24.558 1026.788 20 1.227 54853.01804826
31.949 67.656 9115.688 19 0.864 54853.02282332
5.026 83.321 2261.369 22 0.562 54853.07893321
77.264 180.997 1308.347 24 1.330 54853.15411361
18.131 281.772 1308.841 25 0.762 54853.16058906
10.708 156.532 2636.689 27 1.372 54853.21347819
60.099 245.824 2295.056 13 0.865 54853.27167500
16.917 71.363 2883.259 23 1.396 54853.27723917
23.544 228.979 3453.878 15 1.521 54853.31741866
4.999 142.618 1945.105 19 0.655 54853.33265433
3.425 21.101 1508.345 25 0.603 54853.35113565
26.258 177.251 1100.521 20 0.387 54853.37520286
65.270 126.900 1379.264 23 0.945 54853.42063975
6.397 262.182 1340.841 17 1.560 54853.50276043
52.977 82.233 2794.439 35 0.420 54853.55669340
3.485 78.626 14054.418 20 1.068 54853.55886828
37.272 316.181 2589.788 23 1.019 54853.61633160
8.316 155.721 1982.787 13 1.285 54853.68074420
66.170 98.929 1515.471 17 0.713 54853.72671772
6.939 63.435 1693.774 21 1.952 54853.74079103
33.451 356.828 2075.373 26 1.744 54853.78713832
28.496 282.350 3730.128 22 1.131 54853.84104122
4.545 153.991 7468.928 17 1.546 54853.85065431
13.072 349.080 5406.547 26 1.521 54853.89159603
24.288 26.584 1462.284 14 1.333 54853.89335335
13.710 191.365 1075.967 18 2.204 54853.94064891
0.023 48.105 1211.547 24 0.703 54854.02054240
26.556 178.568 1477.077 16 1.089 54854.02688982
67.828 150.085 2465.736 33 0.632 54854.03792629
13.069 162.073 10130.393 23 0.555 54854.05115321
5.724 113.459 6422.874 45 0.656 54854.06046144
7.211 100.990 4872.389 14 0.564 54854.09225453
20.653 48.045 3881.008 29 2.523 54854.09567668
37.873 50.239 6518.777 31 0.714 54854.11010302
1.207 281.334 11736.452 44 0.656 54854.16373678
56.409 275.799 3348.899 13 1.258 54854.17373285
8.177 294.240 40203.640 26 1.395 54854.19741785
50.733 59.496 2533.094 21 1.899 54854.33204038
49.137 226.762 4647.763 31 1.452 54854.35260963
47.106 308.657 1695.141 21 0.566 54854.37459539
24.822 2.851 1392.822 19 0.573 54854.41968389
0.248 29.478 2908.206 41 0.425 54854.44684811
2.327 125.958 24854.902 66 1.422 54854.51703341
41.178 321.315 19087.520 42 0.806 54854.59173015
10.699 165.035 4685.027 23 0.800 54854.79412739
2.358 351.296 932.260 15 0.742 54854.83534613
8.428 140.022 2089.786 31 0.905 54854.83581822
53.941 21.912 1563.705 19 1.659 54854.84455038
17.608 321.477 2081.198 12 1.545 54854.88026105
32.181 171.048 3623.366 35 1.125 54854.88358471
53.795 204.444 3864.681 29 0.406 54854.98911460
26.827 50.335 2705.016 24 1.152 54854.99947874
65.156 146.813 2241.983 10 0.942 54854.99972661
64.551 68.807 1240.736 24 1.725 54855.03494720
11.532 70.413 2617.723 37 0.707 54855.03788648
29.073 238.124 1506.231 16 0.586 54855.04111876
3.341 56.816 1832.283 14 1.251 54855.04212740
3.880 76.486 4760.966 19 2.517 54855.05352165
16.368 115.244 14341.210 17 1.758 54855.09473467
9.781 135.816 2413.600 17 0.582 54855.10730071
19.197 302.287 2283.063 15 1.408 54855.11406751
17.376 243.245 3342.467 24 2.187 54855.12346743
57.017 285.580 1964.359 14 1.714 54855.19529314
9.586 155.320 3584.717 26 0.938 54855.26953867
36.650 162.492 4345.323 19 1.253 54855.28505908
3.662 302.684 2238.420 18 1.281 54855.43409438
2.720 54.937 1473.191 17 0.947 54855.45105024
20.726 227.163 2641.021 16 0.525 54855.52680785
2.985 120.260 1864.538 14 0.806 54855.59857158
17.881 269.199 1809.757 20 0.779 54855.59991840
6.320 335.566 11593.517 20 1.180 54855.70117431
50.315 72.243 1163.543 14 1.011 54855.70274041
12.163 355.704 4423.621 16 2.686 54855.73556619
7.735 100.952 1015.600 17 0.895 54855.73952394
17.169 308.227 2394.400 38 0.857 54855.74077321
59.498 323.574 972.866 19 0.799 54855.75230496
47.294 4.904 1525.533 14 1.128 54855.75677586
12.928 183.118 2274.384 18 1.349 54855.76875665
41.272 179.811 791.239 17 0.702 54855.78199876
54.117 321.305 1567.374 14 2.052 54855.85221092
23.054 183.185 7924.726 35 0.619 54855.91223523
81.765 230.087 3879.903 46 1.469 54855.91924487
56.948 122.874 3657.538 24 1.439 54855.93057660
25.138 90.894 7055.954 39 2.906 54855.96170059
53.227 135.022 3503.497 16 1.305 54855.97108116
49.942 21.712 1248.658 16 1.336 54855.97758158
1.982 145.285 5317.585 21 0.501 54855.99748237
16.447 210.670 5548.834 17 0.635 54856.01944759
43.044 281.463 1392.671 20 0.741 54856.02428375
46.519 162.544 2231.301 33 0.846 54856.12433912
8.494 282.702 1138.559 17 0.880 54856.14715188
21.766 170.470 1931.520 14 0.820 54856.15876597
51.081 140.472 1783.346 19 1.460 54856.18424250
3.130 338.551 2871.713 17 0.619 54856.20525036
26.881 110.695 1618.268 25 0.793 54856.21839764
18.485 2.326 70428.146 112 1.133 54856.24759432
13.794 287.384 1913.640 30 2.524 54856.25144231
7.375 182.396 15633.875 22 0.584 54856.26289204
44.233 329.341 4631.267 26 1.412 54856.37802291
52.872 49.204 11069.696 19 0.832 54856.40207781
24.605 40.339 1873.085 19 1.599 54856.41326409
42.932 176.365 985.784 18 1.220 54856.41332170
36.235 18.572 1012.777 18 0.787 54856.41839239
53.057 171.062 1669.223 22 0.504 54856.44579908
7.130 20.572 1571.200 14 0.812 54856.47931705
7.914 11.166 1753.377 17 1.080 54856.50794343
25.392 344.939 2908.598 19 2.479 54856.61025629
27.733 89.789 1671.258 23 0.504 54856.62798173
59.903 36.980 1745.153 27 0.680 54856.70475440
34.592 351.159 4194.598 20 2.060 54856.71254116
58.258 69.791 1875.735 19 2.790 54856.82434298
39.625 209.333 2819.246 32 0.279 54856.83790325
2.293 282.664 7030.660 38 0.956 54856.84051193
27.775 95.076 1493.890 17 1.194 54856.84886506
11.319 309.568 2149.956 19 1.071 54856.86192001
13.668 200.585 4796.756 21 1.556 54856.86948550
22.761 228.561 5076.352 19 0.610 54856.93978135
4.597 19.031 6856.732 27 0.579 54856.94201129
26.929 39.076 1846.613 22 0.454 54857.03234426
71.331 259.069 1521.117 25 2.262 54857.04931369
65.427 147.634 1053.546 26 0.772 54857.05619917
58.299 53.163 1936.806 21 1.161 54857.05635353
0.028 294.928 1498.322 18 1.189 54857.07052606
53.859 281.615 1469.738 16 0.691 54857.15974189
5.062 333.522 7425.275 40 2.356 54857.18949320
2.188 274.313 1805.551 27 0.709 54857.23406172
54.741 118.258 2588.625 23 1.070 54857.25624653
27.450 237.758 2298.160 16 2.054 54857.27462550
52.454 6.377 2419.067 37 1.368 54857.30646832
53.411 73.038 958.129 17 1.243 54857.32246252
23.566 188.511 840.964 19 0.673 54857.38718797
10.734 4.598 9263.359 21 0.441 54857.38743178
8.120 359.856 1491.351 19 0.978 54857.39023177
58.969 205.415 1474.635 14 2.339 54857.63387386
20.221 253.911 1756.134 15 0.796 54857.63932176
1.904 328.442 33337.609 98 0.955 54857.69607247
62.835 249.584 5169.087 24 0.377 54857.73065249
9.233 152.493 2356.316 24 0.849 54857.73261081
27.854 119.789 1626.040 24 0.918 54857.73694871
41.605 322.201 1103.550 22 0.965 54857.74608038
21.168 117.094 2165.236 21 0.872 54857.83403420
40.186 46.731 2830.477 20 2.992 54857.85971053
17.407 327.974 5009.770 22 1.044 54857.97620224
4.352 196.287 1429.002 22 1.250 54857.97786713
18.735 153.704 4088.684 27 1.652 54857.99681873
34.795 83.068 1687.431 18 1.166 54858.00422680
34.172 215.144 745.474 16 1.331 54858.07334886
45.322 77.902 4167.694 22 2.118 54858.09610537
60.562 140.785 1609.608 29 0.633 54858.10634976
60.460 148.372 2974.947 51 0.404 54858.11918297
63.702 311.821 1053.887 18 0.857 54858.13245947
17.655 314.371 3589.930 25 1.910 54858.15576229
5.135 268.515 1558.621 26 0.772 54858.21147110
37.504 197.331 1755.290 16 0.680 54858.22459231
5.799 174.918 3949.233 21 1.088 54858.22829206
42.512 135.399 1372.047 27 1.029 54858.23041889
56.538 204.347 1515.919 27 0.693 54858.28465393
15.819 46.796 6448.725 25 2.198 54858.32814774
34.687 79.296 4282.396 15 1.110 54858.47436727
43.268 165.655 2408.961 19 1.600 54858.48106566
12.576 135.405 1743.655 22 2.455 54858.48717888
51.803 74.397 2060.673 20 1.263 54858.48792146
45.776 301.690 744.070 18 1.727 54858.59383247
3.362 252.678 5481.789 39 0.486 54858.63376790
14.744 324.451 1119.288 19 0.533 54859.19373983
21.701 327.840 2055.933 17 0.444 54859.19985118
38.684 113.639 4734.948 22 0.965 54859.20209945
63.016 116.318 1737.898 26 0.568 54859.21590002
59.678 22.589 2267.225 19 1.676 54859.48793551
53.920 34.141 888.011 16 0.758 54859.49080906
54.001 225.856 799.987 16 2.662 54859.49595153
15.552 27.490 2463.794 18 1.688 54859.52025849
61.547 72.270 611.877 22 0.742 54859.78585632
54.595 320.164 1889.478 13 2.730 54859.78904600
23.732 96.447 6992.864 26 1.484 54859.88522053
0.856 37.817 1663.705 29 0.625 54859.89153036
6.355 331.961 1709.813 19 1.739 54859.89746755
6.906 338.343 1347.532 17 1.661 54859.93861717
44.479 34.771 1027.154 16 0.910 54859.95112277
22.775 73.032 6992.267 13 1.226 54859.95592302
0.649 44.969 2071.832 25 0.672 54859.98227250
42.265 29.362 3626.721 19 0.675 54860.00353295
7.056 252.677 3068.290 16 0.752 54860.01227049
10.623 238.686 4226.468 53 0.266 54860.07608589
10.815 240.265 1334.781 20 0.756 54860.08715865
6.440 96.338 1425.802 21 0.679 54860.11617012
76.860 21.967 1775.336 19 1.060 54860.17389477
38.999 269.118 2428.750 27 1.351 54860.20454345
14.364 92.547 2020.826 23 0.939 54860.22396131
78.160 277.016 1177.742 20 1.785 54860.23309307
57.333 221.845 4051.466 34 2.165 54860.24269877
28.455 59.952 38321.617 17 0.906 54860.24510806
54.648 186.313 2326.112 36 0.533 54860.28734367
9.016 23.474 2418.691 21 0.670 54860.30545484
4.492 351.756 1660.120 18 0.687 54860.30602335
34.469 59.596 5494.119 32 0.508 54860.33022389
26.558 187.064 1467.234 19 1.395 54860.33932560
30.557 68.688 6349.843 38 1.541 54860.36785225
35.601 209.863 2417.766 23 0.637 54860.39395051
34.495 44.697 882.262 19 0.679 54860.39632161
22.188 88.231 4676.340 27 1.792 54860.40529972
15.839 345.500 8867.320 67 0.551 54860.41815891
36.960 12.191 7269.870 20 2.150 54860.47925421
4.860 64.109 2809.512 22 0.914 54860.47960705
11.846 346.100 4072.359 14 0.570 54860.48923135
12.013 111.393 4217.626 15 1.198 54860.54692652
5.712 199.812 1593.003 16 1.101 54860.55868085
64.541 60.783 1189.812 17 0.960 54860.62961544
21.222 104.073 1024.791 15 1.072 54860.64743046
33.019 311.532 911.999 17 0.611 54860.69556175
5.435 122.345 3291.020 37 0.572 54860.70241040
38.521 339.089 7945.524 52 0.377 54860.76937660
9.303 101.425 4900.469 41 1.309 54860.77203835
5.316 201.078 2192.929 20 2.447 54860.77925462
1.411 123.993 9724.499 49 0.585 54860.78257030
64.739 88.293 2568.841 35 0.603 54860.79279143
18.082 213.749 8691.441 20 0.733 54860.82217007
17.901 57.872 4480.784 17 0.702 54860.90743500
7.613 173.655 2260.000 19 1.053 54860.93397601
17.559 256.127 17249.029 57 1.383 54860.93781860
33.117 191.666 897.540 17 0.872 54860.96240024
27.576 22.577 3006.526 17 1.265 54861.06785011
15.898 239.888 1856.974 16 0.767 54861.07452238
74.194 54.633 1098.043 19 1.907 54861.10272521
65.961 144.843 2039.870 15 0.661 54861.15030529
68.082 120.336 2099.612 26 0.761 54861.21272752
5.513 134.097 2086.318 17 0.937 54861.23220763
50.906 176.936 2519.798 21 0.610 54861.23939257
39.384 47.634 8045.355 19 1.714 54861.24176967
0.317 192.871 1717.421 24 0.623 54861.28613733
1.465 4.095 1509.020 19 0.793 54861.34833453
63.656 247.875 12085.518 56 1.266 54861.34938293
25.748 268.355 4153.057 20 2.574 54861.34956472
6.106 205.977 2291.940 31 0.802 54861.37777293
60.477 23.172 694.328 17 2.425 54861.42849621
0.491 145.591 4608.552 19 1.099 54861.43621499
7.933 24.256 8804.331 85 0.581 54861.50230349
54.815 240.832 1394.461 12 1.450 54861.56731413
31.968 121.539 1385.674 25 0.527 54861.57857829
53.876 50.648 1172.239 16 2.460 54861.59128504
64.228 347.927 1405.118 18 1.617 54861.64385508
54.060 38.890 5281.250 20 0.968 54861.64999398
35.025 124.482 1621.426 31 0.804 54861.68060676
13.110 153.529 2651.524 23 0.449 54861.81312369
46.086 148.656 2708.091 13 0.510 54861.82435921
80.519 16.939 2366.314 20 0.785 54861.95486275
13.825 115.024 4307.843 36 0.756 54861.96087904
25.333 258.284 2428.586 22 0.549 54861.96848206
55.579 285.164 1395.381 30 0.511 54862.09914519
25.441 83.511 2539.192 14 0.845 54862.16841084
46.715 340.958 4268.113 48 1.034 54862.18119228
11.610 157.327 1654.018 20 2.468 54862.19156777
56.591 196.122 3676.907 14 1.358 54862.21632219
36.090 339.400 3429.966 46 0.855 54862.23703870
11.553 6.881 1731.536 19 1.716 54862.27976003
64.572 206.625 783.551 16 1.012 54862.31408007
40.124 192.125 1615.530 19 0.738 54862.32313008
66.934 4.620 1384.582 22 0.611 54862.33362815
